Name_in_phyllo	Name_in_pdist	Name_in_fasta	STRAIN	Genus	Species	ENVIRONMENT	Clade-ref
NZ_LMNL01000018_1_8171_12329_Methylobacterium_sp__Leaf117_contig_25_whole_genome_shotgun_sequenc	NZ_LMNL01000018.1:8171-12329_Methylobacterium_sp._Leaf117_contig_25_whole_genome_shotgun_sequence	NZ_LMNL01000018.1:8171-12329	Leaf117	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_LMNS01000023_1_393469_397637_Methylobacterium_sp__Leaf123_contig_3_whole_genome_shotgun_seque	NZ_LMNS01000023.1:393469-397637_Methylobacterium_sp._Leaf123_contig_3_whole_genome_shotgun_sequence	NZ_LMNS01000023.1:393469-397637	Leaf123	Methylobacterium	sp.	PHYLLOSPHERE	B
NZ_LMNU01000021_1_8156_12315_Methylobacterium_sp__Leaf125_contig_28_whole_genome_shotgun_sequenc	NZ_LMNU01000021.1:8156-12315_Methylobacterium_sp._Leaf125_contig_28_whole_genome_shotgun_sequence	NZ_LMNU01000021.1:8156-12315	Leaf125	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_LMPY01000013_1_81662_85787_Methylobacterium_sp__Leaf361_contig_20_whole_genome_shotgun_sequen	NZ_LMPY01000013.1:81662-85787_Methylobacterium_sp._Leaf361_contig_20_whole_genome_shotgun_sequence	NZ_LMPY01000013.1:81662-85787	Leaf361	Methylobacterium	sp.	PHYLLOSPHERE	A9
NZ_LMQK01000002_1_72972_77131_Methylobacterium_sp__Leaf399_contig_10_whole_genome_shotgun_sequen	NZ_LMQK01000002.1:72972-77131_Methylobacterium_sp._Leaf399_contig_10_whole_genome_shotgun_sequence	NZ_LMQK01000002.1:72972-77131	Leaf399	Methylobacterium	sp.	PHYLLOSPHERE	A3
NZ_LMQV01000001_1_119895_124061_Methylobacterium_sp__Leaf456_contig_1_whole_genome_shotgun_seque	NZ_LMQV01000001.1:119895-124061_Methylobacterium_sp._Leaf456_contig_1_whole_genome_shotgun_sequence	NZ_LMQV01000001.1:119895-124061	Leaf456	Methylobacterium	sp.	PHYLLOSPHERE	B
NZ_LMRA01000018_1_8064_12223_Methylobacterium_sp__Leaf465_contig_25_whole_genome_shotgun_sequenc	NZ_LMRA01000018.1:8064-12223_Methylobacterium_sp._Leaf465_contig_25_whole_genome_shotgun_sequence	NZ_LMRA01000018.1:8064-12223	Leaf465	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_LMRC01000005_1_62464_66623_Methylobacterium_sp__Leaf466_contig_13_whole_genome_shotgun_sequen	NZ_LMRC01000005.1:62464-66623_Methylobacterium_sp._Leaf466_contig_13_whole_genome_shotgun_sequence	NZ_LMRC01000005.1:62464-66623	Leaf466	Methylobacterium	sp.	PHYLLOSPHERE	A3
NZ_LMRE01000020_1_8008_12166_Methylobacterium_sp__Leaf469_contig_27_whole_genome_shotgun_sequenc	NZ_LMRE01000020.1:8008-12166_Methylobacterium_sp._Leaf469_contig_27_whole_genome_shotgun_sequence	NZ_LMRE01000020.1:8008-12166	Leaf469	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_LMRM01000033_1_8064_12223_Methylobacterium_sp__Leaf94_contig_39_whole_genome_shotgun_sequence	NZ_LMRM01000033.1:8064-12223_Methylobacterium_sp._Leaf94_contig_39_whole_genome_shotgun_sequence	NZ_LMRM01000033.1:8064-12223	Leaf94	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_LN811355_1_360894_364988_Microvirga_massiliensis_strain_JC119_whole_genome_shotgun_sequence	NZ_LN811355.1:360894-364988_Microvirga_massiliensis_strain_JC119_whole_genome_shotgun_sequence	NZ_LN811355.1:360894-364988	JC119-2	Microvirga	massiliensis	-	Microvirga
NZ_LSIX01000319_1_15792_19923_Methylobacterium_sp__CCH5_D2_CCH5_D2_contig324_whole_genome_shotgu	NZ_LSIX01000319.1:15792-19923_Methylobacterium_sp._CCH5-D2_CCH5-D2_contig324_whole_genome_shotgun_sequence	NZ_LSIX01000319.1:15792-19923	CCH5-D2	Methylobacterium	sp.	ANTHROPO/WATER	A7
NZ_LSNC01000049_1_118679_122838_Methylorubrum_populi_strain_CD11_7_CD11_7_contig_31_consensus_wh	NZ_LSNC01000049.1:118679-122838_Methylorubrum_populi_strain_CD11_7_CD11_7_contig_31_consensus_whole_genome_shotgun_sequence	NZ_LSNC01000049.1:118679-122838	CD11_7	Methylobacterium	populi	ANTHROPO/MICROBIOME	B
NZ_LT962688_1_1352414_1356582_Methylorubrum_extorquens_strain_TK_0001_chromosome_TK0001	NZ_LT962688.1:1352414-1356582_Methylorubrum_extorquens_strain_TK_0001_chromosome_TK0001	NZ_LT962688.1:1352414-1356582	TK0001	Methylobacterium	extorquens	SOIL	B
NZ_LWHQ01000087_1_9179_13306_Methylobacterium_platani_strain_PMB02_contig087_whole_genome_shotgu	NZ_LWHQ01000087.1:9179-13306_Methylobacterium_platani_strain_PMB02_contig087_whole_genome_shotgun_sequence	NZ_LWHQ01000087.1:9179-13306	PMB02	Methylobacterium	platani	PHYLLOSPHERE	C
NZ_MNAO01000026_1_9913_14081_Methylorubrum_extorquens_strain_CP3_NODE_26_length_25903_cov_22_777	NZ_MNAO01000026.1:9913-14081_Methylorubrum_extorquens_strain_CP3_NODE_26_length_25903_cov_22.7775_whole_genome_shotgun_sequence	NZ_MNAO01000026.1:9913-14081	CP3	Methylobacterium	extorquens	SEED	B
NZ_NKQS01000076_1_17990_22115_Methylobacterium_radiotolerans_strain_MAMP_4754_MP_M_radiotolerans	NZ_NKQS01000076.1:17990-22115_Methylobacterium_radiotolerans_strain_MAMP_4754_MP-M-radiotolerans_contig_76_whole_genome_shotgun_sequence	NZ_NKQS01000076.1:17990-22115	MAMP4754	Methylobacterium	radiotolerans	ENDOPHYTE	A9
NZ_NPKS01000020_1_108810_112935_Methylobacterium_sp__P1_11_NODE_20_length_119776_cov_38_2293_who	NZ_NPKS01000020.1:108810-112935_Methylobacterium_sp._P1-11_NODE_20_length_119776_cov_38.2293_whole_genome_shotgun_sequence	NZ_NPKS01000020.1:108810-112935	P1-11	Methylobacterium	sp.	RHIZHOSPHERE	A9
NZ_PDHT01000013_1_137267_141426_Methylobacterium_sp__V23_contig_13_whole_genome_shotgun_sequence	NZ_PDHT01000013.1:137267-141426_Methylobacterium_sp._V23_contig_13_whole_genome_shotgun_sequence	NZ_PDHT01000013.1:137267-141426	V23	Methylobacterium	sp.	WATER	A1
NZ_QAYK01000010_1_123191_127350_Methylobacterium_sp__GV104_Ga0189710_110_whole_genome_shotgun_se	NZ_QAYK01000010.1:123191-127350_Methylobacterium_sp._GV104_Ga0189710_110_whole_genome_shotgun_sequence	NZ_QAYK01000010.1:123191-127350	GV104	Methylobacterium	sp.	RHIZHOSPHERE	A1
NZ_QDAH01000080_1_4700_8826_Microvirga_sp__KLBC_81_81_scaffold80_whole_genome_shotgun_sequence	NZ_QDAH01000080.1:4700-8826_Microvirga_sp._KLBC_81_81_scaffold80_whole_genome_shotgun_sequence	NZ_QDAH01000080.1:4700-8826	KLBC81	Microvirga	sp.	-	Microvirga
NZ_QDGA01000069_1_13983_18079_Microvirga_calopogonii_strain_CCBAU_65841_65841_scaffold69_whole_g	NZ_QDGA01000069.1:13983-18079_Microvirga_calopogonii_strain_CCBAU_65841_65841_scaffold69_whole_genome_shotgun_sequence	NZ_QDGA01000069.1:13983-18079	CCBAU65841	Microvirga	sp.	-	Microvirga
NZ_QEKZ01000026_1_6481_10606_Methylobacterium_organophilum_strain_DSM_760_Ga0215672_126_whole_ge	NZ_QEKZ01000026.1:6481-10606_Methylobacterium_organophilum_strain_DSM_760_Ga0215672_126_whole_genome_shotgun_sequence	NZ_QEKZ01000026.1:6481-10606	DSM760	Methylobacterium	organophilum	WATER	A9
NZ_QJJJ01000006_1_135709_139877_Methylobacterium_sp__B4_Ga0157232_106_whole_genome_shotgun_seque	NZ_QJJJ01000006.1:135709-139877_Methylobacterium_sp._B4_Ga0157232_106_whole_genome_shotgun_sequence	NZ_QJJJ01000006.1:135709-139877	B4	Methylobacterium	sp.	ANTHROPO/WATER	B
NZ_QJTP01000010_1_123191_127350_Methylobacterium_sp__GV094_Ga0189709_110_whole_genome_shotgun_se	NZ_QJTP01000010.1:123191-127350_Methylobacterium_sp._GV094_Ga0189709_110_whole_genome_shotgun_sequence	NZ_QJTP01000010.1:123191-127350	GV094	Methylobacterium	sp.	RHIZHOSPHERE	A1
NZ_QMKH01000014_1_4949_9045_Microvirga_sp__c27j1_contig14_whole_genome_shotgun_sequence	NZ_QMKH01000014.1:4949-9045_Microvirga_sp._c27j1_contig14_whole_genome_shotgun_sequence	NZ_QMKH01000014.1:4949-9045	c27j1	Microvirga	sp.	-	Microvirga
NZ_QOIO01000087_1_4789_8885_Microvirga_aerophila_strain_DSM_21344_contig87_whole_genome_shotgun	NZ_QOIO01000087.1:4789-8885_Microvirga_aerophila_strain_DSM_21344_contig87_whole_genome_shotgun_sequence	NZ_QOIO01000087.1:4789-8885	DSM21344	Microvirga	aerophila	-	Microvirga
NZ_QOWC01000157_1_6274_10413_Methylobacterium_crusticola_strain_MIMD6_contig157_whole_genome_sho	NZ_QOWC01000157.1:6274-10413_Methylobacterium_crusticola_strain_MIMD6_contig157_whole_genome_shotgun_sequence	NZ_QOWC01000157.1:6274-10413	MIMD6	Methylobacterium	sp.	SOIL	C
NZ_QQBB01000002_1_417331_421424_Microvirga_subterranea_strain_DSM_14364_Ga0244528_102_whole_geno	NZ_QQBB01000002.1:417331-421424_Microvirga_subterranea_strain_DSM_14364_Ga0244528_102_whole_genome_shotgun_sequence	NZ_QQBB01000002.1:417331-421424	DSM14364	Microvirga	subterranea	-	Microvirga
NZ_RCIG01000008_1_21549_25712_Methylobacterium_sp__DB1607_whole_genome_shotgun_sequence	NZ_RCIG01000008.1:21549-25712_Methylobacterium_sp._DB1607_whole_genome_shotgun_sequence	NZ_RCIG01000008.1:21549-25712	DB1607	Methylobacterium	sp.	ANTHROPO	B
NZ_SACP01000004_1_249086_253212_Methylobacterium_sp__TER_1_NODE_4_length_292961_cov_50_whole_gen	NZ_SACP01000004.1:249086-253212_Methylobacterium_sp._TER-1_NODE_4_length_292961_cov_50_whole_genome_shotgun_sequence	NZ_SACP01000004.1:249086-253212	TER-1	Methylobacterium	sp.	ANTHROPO/WATER	C
NZ_SAUO01000001_1_5449529_5453654_Methylobacterium_radiotolerans_strain_ES_PA_B5_Ga0193687_11_wh	NZ_SAUO01000001.1:5449529-5453654_Methylobacterium_radiotolerans_strain_ES_PA-B5_Ga0193687_11_whole_genome_shotgun_sequence	NZ_SAUO01000001.1:5449529-5453654	ES_PA-B5	Methylobacterium	radiotolerans	RHIZHOSPHERE	A9
NZ_SCOS01000026_1_17722_21882_Methylobacterium_sp__L1A1_NODE_26_length_59618_cov_17_312293_whole	NZ_SCOS01000026.1:17722-21882_Methylobacterium_sp._L1A1_NODE_26_length_59618_cov_17.312293_whole_genome_shotgun_sequence	NZ_SCOS01000026.1:17722-21882	L1A1	Methylobacterium	sp.	WATER	B
NZ_SLXZ01000004_1_151685_155810_Methylobacterium_sp__BK227_Ga0307702_104_whole_genome_shotgun_se	NZ_SLXZ01000004.1:151685-155810_Methylobacterium_sp._BK227_Ga0307702_104_whole_genome_shotgun_sequence	NZ_SLXZ01000004.1:151685-155810	BK227	Methylobacterium	sp.	ENDOPHYTE	A9
NZ_SMNT01000106_1_9143_13305_Methylobacterium_segetis_strain_17J42_1_scf7180000001023_whole_geno	NZ_SMNT01000106.1:9143-13305_Methylobacterium_segetis_strain_17J42-1_scf7180000001023_whole_genome_shotgun_sequence	NZ_SMNT01000106.1:9143-13305	17J42-1	Methylobacterium	sp.	SOIL	A5a
NZ_SNZR01000011_1_651430_655502_Enterovirga_rhinocerotis_strain_DSM_25903_Ga0310539_101_whole_ge	NZ_SNZR01000011.1:651430-655502_Enterovirga_rhinocerotis_strain_DSM_25903_Ga0310539_101_whole_genome_shotgun_sequence	NZ_SNZR01000011.1:651430-655502	DSM25903	Enterovirga	rhinocerotis	-	Enterovirga
NZ_SPJX01000306_1_4157_8294_Microvirga_pakistanensis_strain_NCCP_1258_C2069_whole_genome_shotgun	NZ_SPJX01000306.1:4157-8294_Microvirga_pakistanensis_strain_NCCP-1258_C2069_whole_genome_shotgun_sequence	NZ_SPJX01000306.1:4157-8294	NCCP-1258	Microvirga	pakistanensis	-	Microvirga
NZ_SRHQ01000003_1_325440_329608_Methylorubrum_sp__Q1_whole_genome_shotgun_sequence	NZ_SRHQ01000003.1:325440-329608_Methylorubrum_sp._Q1_whole_genome_shotgun_sequence	NZ_SRHQ01000003.1:325440-329608	Q1	Methylobacterium	sp.	ENDOPHYTE	B
NZ_SRLB01000011_1_260195_264311_Methylobacterium_sp__6HR_1_contig11_whole_genome_shotgun_sequenc	NZ_SRLB01000011.1:260195-264311_Methylobacterium_sp._6HR-1_contig11_whole_genome_shotgun_sequence	NZ_SRLB01000011.1:260195-264311	6HR-1	Methylobacterium	sp.	ANTHROPO/SOIL	C
NZ_VCMV01000055_1_8013_12109_Microvirga_brassicacearum_strain_CDVBN77_NODE_58_length_65477_cov_3	NZ_VCMV01000055.1:8013-12109_Microvirga_brassicacearum_strain_CDVBN77_NODE_58_length_65477_cov_32.018494_whole_genome_shotgun_sequence	NZ_VCMV01000055.1:8013-12109	CDVBN77	Microvirga	sp.	-	Microvirga
NZ_VDDA01000004_1_415951_420072_Methylobacterium_sp__17Sr1_39_contig4_whole_genome_shotgun_seque	NZ_VDDA01000004.1:415951-420072_Methylobacterium_sp._17Sr1-39_contig4_whole_genome_shotgun_sequence	NZ_VDDA01000004.1:415951-420072	17Sr1-39	Methylobacterium	sp.	SOIL	C
NZ_VOSJ01000146_1_3987_8083_Microvirga_tunisiensis_strain_M8_NODE_146_length_16140_cov_91_9645_I	NZ_VOSJ01000146.1:3987-8083_Microvirga_tunisiensis_strain_M8_NODE_146_length_16140_cov_91.9645_ID_16761_whole_genome_shotgun_sequence	NZ_VOSJ01000146.1:3987-8083	M8	Microvirga	sp.	-	Microvirga
NZ_VOSK01000148_1_3896_7992_Microvirga_tunisiensis_strain_Lmie10_NODE_148_length_16049_cov_79_10	NZ_VOSK01000148.1:3896-7992_Microvirga_tunisiensis_strain_Lmie10_NODE_148_length_16049_cov_79.1047_ID_16305_whole_genome_shotgun_sequence	NZ_VOSK01000148.1:3896-7992	Lmie10	Microvirga	tunisiensis	-	Microvirga
NZ_VRUT01000086_1_6130_10286_Methylobacterium_sp__WL120_NODE_86_length_22264_cov_14_4223_WL120_s	NZ_VRUT01000086.1:6130-10286_Methylobacterium_sp._WL120_NODE_86_length_22264_cov_14.4223_WL120_spades_whole_genome_shotgun_sequence	NZ_VRUT01000086.1:6130-10286	WL120	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUU01000015_1_8624_12780_Methylobacterium_sp__WL119_NODE_15_length_71042_cov_14_6999_WL119_s	NZ_VRUU01000015.1:8624-12780_Methylobacterium_sp._WL119_NODE_15_length_71042_cov_14.6999_WL119_spades_whole_genome_shotgun_sequence	NZ_VRUU01000015.1:8624-12780	WL119	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUV01000118_1_486_4642_Methylobacterium_sp__WL116_NODE_118_length_10542_cov_20_008_WL116_spa	NZ_VRUV01000118.1:486-4642_Methylobacterium_sp._WL116_NODE_118_length_10542_cov_20.008_WL116_spades_whole_genome_shotgun_sequence	NZ_VRUV01000118.1:486-4642	WL116	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUW01000022_1_6141_10297_Methylobacterium_sp__WL12_NODE_22_length_64597_cov_10_405_WL12_spad	NZ_VRUW01000022.1:6141-10297_Methylobacterium_sp._WL12_NODE_22_length_64597_cov_10.405_WL12_spades_whole_genome_shotgun_sequence	NZ_VRUW01000022.1:6141-10297	WL12	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUX01000067_1_8729_12885_Methylobacterium_sp__WL103_NODE_67_length_13350_cov_17_2265_WL103_s	NZ_VRUX01000067.1:8729-12885_Methylobacterium_sp._WL103_NODE_67_length_13350_cov_17.2265_WL103_spades_whole_genome_shotgun_sequence	NZ_VRUX01000067.1:8729-12885	WL103	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUY01000056_1_10397_14553_Methylobacterium_sp__WL93_NODE_56_length_23176_cov_19_9364_WL93_sp	NZ_VRUY01000056.1:10397-14553_Methylobacterium_sp._WL93_NODE_56_length_23176_cov_19.9364_WL93_spades_whole_genome_shotgun_sequence	NZ_VRUY01000056.1:10397-14553	WL93	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRUZ01000027_1_34538_38696_Methylobacterium_sp__WL69_NODE_27_length_46931_cov_16_7358_WL69_sp	NZ_VRUZ01000027.1:34538-38696_Methylobacterium_sp._WL69_NODE_27_length_46931_cov_16.7358_WL69_spades_whole_genome_shotgun_sequence	NZ_VRUZ01000027.1:34538-38696	WL69	Methylobacterium	sp.	PHYLLOSPHERE	A1
NZ_VRVA01000037_1_37506_41632_Methylobacterium_sp__WL64_NODE_37_length_48539_cov_9_37666_WL64_sp	NZ_VRVA01000037.1:37506-41632_Methylobacterium_sp._WL64_NODE_37_length_48539_cov_9.37666_WL64_spades_whole_genome_shotgun_sequence	NZ_VRVA01000037.1:37506-41632	WL64	Methylobacterium	sp.	PHYLLOSPHERE	A9
NZ_VRVB01000012_1_8624_12780_Methylobacterium_sp__WL30_NODE_12_length_71042_cov_5_61128_WL30_spa	NZ_VRVB01000012.1:8624-12780_Methylobacterium_sp._WL30_NODE_12_length_71042_cov_5.61128_WL30_spades_whole_genome_shotgun_sequence	NZ_VRVB01000012.1:8624-12780	WL30	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRVC01000093_1_8287_12445_Methylobacterium_sp__WL19_NODE_93_length_20677_cov_14_836_WL19_spad	NZ_VRVC01000093.1:8287-12445_Methylobacterium_sp._WL19_NODE_93_length_20677_cov_14.836_WL19_spades_whole_genome_shotgun_sequence	NZ_VRVC01000093.1:8287-12445	WL19	Methylobacterium	sp.	PHYLLOSPHERE	A2
NZ_VRVD01000131_1_488_4614_Methylobacterium_sp__WL18_NODE_131_length_9593_cov_19_2574_WL18_spade	NZ_VRVD01000131.1:488-4614_Methylobacterium_sp._WL18_NODE_131_length_9593_cov_19.2574_WL18_spades_whole_genome_shotgun_sequence	NZ_VRVD01000131.1:488-4614	WL18	Methylobacterium	sp.	PHYLLOSPHERE	A9
NZ_VRVE01000031_1_24664_28816_Methylobacterium_sp__WL9_NODE_31_length_42379_cov_18_2975_WL9_spad	NZ_VRVE01000031.1:24664-28816_Methylobacterium_sp._WL9_NODE_31_length_42379_cov_18.2975_WL9_spades_whole_genome_shotgun_sequence	NZ_VRVE01000031.1:24664-28816	WL9	Methylobacterium	sp.	PHYLLOSPHERE	A4
NZ_VRVF01000033_1_7781_11937_Methylobacterium_sp__WL8_NODE_33_length_53524_cov_20_7163_WL8_spade	NZ_VRVF01000033.1:7781-11937_Methylobacterium_sp._WL8_NODE_33_length_53524_cov_20.7163_WL8_spades_whole_genome_shotgun_sequence	NZ_VRVF01000033.1:7781-11937	WL8	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRVG01000028_1_37716_41842_Methylobacterium_sp__WL7_NODE_28_length_50257_cov_5_44506_WL7_spad	NZ_VRVG01000028.1:37716-41842_Methylobacterium_sp._WL7_NODE_28_length_50257_cov_5.44506_WL7_spades_whole_genome_shotgun_sequence	NZ_VRVG01000028.1:37716-41842	WL7	Methylobacterium	sp.	PHYLLOSPHERE	A9
NZ_VRVH01000046_1_12290_16446_Methylobacterium_sp__WL6_NODE_46_length_25068_cov_16_5709_WL6_spad	NZ_VRVH01000046.1:12290-16446_Methylobacterium_sp._WL6_NODE_46_length_25068_cov_16.5709_WL6_spades_whole_genome_shotgun_sequence	NZ_VRVH01000046.1:12290-16446	WL6	Methylobacterium	sp.	PHYLLOSPHERE	A6
NZ_VRVI01000050_1_25111_29237_Methylobacterium_sp__WL2_NODE_50_length_36079_cov_11_1316_WL2_spad	NZ_VRVI01000050.1:25111-29237_Methylobacterium_sp._WL2_NODE_50_length_36079_cov_11.1316_WL2_spades_whole_genome_shotgun_sequence	NZ_VRVI01000050.1:25111-29237	WL2	Methylobacterium	sp.	PHYLLOSPHERE	A9
NZ_VUOK01000014_1_67408_71533_Methylobacterium_sp__2A_scaffold25_whole_genome_shotgun_sequence	NZ_VUOK01000014.1:67408-71533_Methylobacterium_sp._2A_scaffold25_whole_genome_shotgun_sequence	NZ_VUOK01000014.1:67408-71533	2A	Methylobacterium	sp.	RHIZHOSPHERE	A9
NZ_VZZJ01000047_1_6766_10926_Methylobacterium_sp__YIM_132548_Scaffold47_whole_genome_shotgun_seq	NZ_VZZJ01000047.1:6766-10926_Methylobacterium_sp._YIM_132548_Scaffold47_whole_genome_shotgun_sequence	NZ_VZZJ01000047.1:6766-10926	YIM132548	Methylobacterium	sp.	LICHEN-FUNGI	A5b
NZ_VZZK01000063_1_7208_11368_Methylobacterium_soli_strain_YIM_48816_Scaffold63_whole_genome_shot	NZ_VZZK01000063.1:7208-11368_Methylobacterium_soli_strain_YIM_48816_Scaffold63_whole_genome_shotgun_sequence	NZ_VZZK01000063.1:7208-11368	YIM48816	Methylobacterium	soli	SOIL	A5b
NZ_WEKV01000018_1_250119_254278_Methylorubrum_populi_strain_Pinkel_Pinkel_18_whole_genome_shotgu	NZ_WEKV01000018.1:250119-254278_Methylorubrum_populi_strain_Pinkel_Pinkel_18_whole_genome_shotgun_sequence	NZ_WEKV01000018.1:250119-254278	PinkelPinkel_01	Methylobacterium	populi	ANTHROPO/SOIL	B
NZ_WURB01000001_1_35553_39690_Microvirga_makkahensis_strain_KCTC_23863_Scaffold1_whole_genome_sh	NZ_WURB01000001.1:35553-39690_Microvirga_makkahensis_strain_KCTC_23863_Scaffold1_whole_genome_shotgun_sequence	NZ_WURB01000001.1:35553-39690	KCTC23863	Microvirga	makkahensis	-	Microvirga
